,date,event_name,place,city,country,link,event_time,Address,Cost,Minimum age,Promoters,lineup,description,coordinates
10,1/9/2020,"Haüsed: LGSP B2B Julie Herrera, Zeebo B2B Everett Leftside",Kremwerk,seattle,us,https://www.residentadvisor.net/events/1361285,21:00 - 01:00,"1809 Minor Ave #10, Seattle, Washington 98101","$5 before 10 PM, $10 after",21+,unknown,"LGSP , , Julie Herrera, , Zeebo , , Everett Leftside","Haüsed, your new weekly destination for house & techno EVERY Thursday at Kremwerk ️🎉! /  / LGSP B2B Julie Herrera / https://soundcloud.com/discodancin / https://soundcloud.com/lgsp-music /  / Zeebo B2B Everett Leftside / https://soundcloud.com/everettleftside / https://soundcloud.com/zeedashbo /  / Happy Hour Specials until 11 PM... / 🍺$8 Beer-Shot Combo / 🍹Discounted Wells /  / $5 before 10 PM, $10 After /  / Kremwerk / 1809 Minor Ave. / Seattle, WA / kremwerk.com/ / 21+ /  / ……………………………………… /  / Sign up for the Kremwerk + Timbre Room Complex mailing list on our website, to stay in the loop about upcoming events, ticket giveaways and more! / http://www.kremwerk.com/ /  / ……………………………………… /  / Kremwerk strives to be a safe space. The following actions or display of behavior will not be tolerated: bigotry, racism, sexism, transphobia, homophobia, misogyny, ableism, as well as the disrespect of the rules of consent. Our staff is here to support you.  /  / Kremwerk is currently not an ADA accessible space. Club entry is through a flight of 12 metal stairs, with two small steps leading into the main part of the club. We have 2 restrooms with a total of 3 stalls and 1 urinal, all gender neutral. If you would like access to single-stall restrooms, please don't hesitate to ask our door & security to allow entry upstairs into Timbre Room, which has 2 single-stall gender-neutral restrooms.  /  / For any questions about safety & accessibility, please email [email protected]","('47.6168713', '-122.3311299')"
11,1/10/2020,Noise Complaint fe,. Dillon N,seattle,us,https://www.residentadvisor.net/events/1357506,22:00 - 03:00,"1809 Minor Ave #10, Seattle, Washington 98101",$10 Tier ,21+,Noise Complaint,"Dillon Nathaniel, Rohry, Six Four, Ase, Night Audit, AuSteele, Inaudible, Ennelyn, Zof, Frida K, Hherb","Noise Complaint and the Kremwerk/Timbre Room Complex are proud to present, two rooms of thoughtfully curated music featuring: /  / DILLON NATHANIEL / www.dillonnathaniel.com / www.facebook.com/dillonnathanielmusic / www.instagram.com/dillonnathaniel / www.twitter.com/DillonNathaniel / www.soundcloud.com/dillonnathaniel /  / A technical whizz in the studio and a modern house music connoisseur, Dillon Nathaniel has been establishing his talent across the US and beyond. His thick grooves and quirky soundscape has even caught the attention of Solardo, A-Trak, Idris Elba, Chris Lake, Mark Knight and more whilst spilling on to the crossover circuit with impressive support from BBC Radio 1 and Rinse FM. /  / While it may seem like this young house technician has seen a quick rise, his roots run deep. The former audio engineer and gear junkie found his footing in music at an early age as a vocalist and guitar player. His father hoped to impress upon him a strong emphasis in dance music exposing the budding musician to the likes of Carl Cox and Sasha on road trips from the age of 8. He eventually brought Dillon to EDC at the age of 16. It was this that provided the ultimate inspiration to pursue a career in dance music. /  / With an ability to work multiple sub genres flawlessly, Dillon Nathaniel’s versatile productions have landed him releases on a variety of labels including Sola, 7Wallace, Toolroom, Big Beat, This Ain’t Bristol, Box of Cats, Insomniac, and many others. /  / 2019 has shaped up to be Dillon’s best year yet. Starting off with his own headline Australian tour and quickly bringing that momentum to the US with key festival performances at CRSSD in San Diego, AMF’s Friendship Maiden Voyage, Coachella’s Heineken House, and EDC Las Vegas (his self renowned biggest accomplishment to date). Between the extensive festival plays Dillon continues to perform at the most acclaimed dance venues across the US. /  / LOCAL SUPPORT FROM: /  / ROHRY b2b SIX FOUR / ÅSE / NIGHT AUDIT /  / ---------------------------------------------- /  / UPSTAIRS IN THE TIMBRE ROOM /  / FRIDA'S HOUSE OF FREAKS /  / AuSteele b2b Inaudible / Ennelyn b2b Zof / Frida K / Hherb  /  / --------------------------------------------- /  / VERY LIMITED $10 TIER 1 Tickets available NOW  /  / Ticket Prices: /  / $10 Tier 1 / $15 Online Pre-Sale  / $20 Day of Show @ Door  /  / 21+ /  / -- / ABOUT NOISE COMPLAINT  /  / Gone is the party where the music and the people at the party mattered more than making money. As Electronic Dance Music has exploded in popularity over the last several years, so have crowds and ticket prices along with it. In the beginning, events were held in underground, often intimate venues. It was about the music, and it was about each other.  /  / Noise Complaint is taking it back to its roots, bringing the people quality, dance floor focused house and techno all while pushing that party-don't-stop vibe that everyone loves. We're bringing in huge talent - DJs and producers that are well known and respected but that we also personally vibe with. We're doing this at a small price, and in an intimate space. It's about the music for us, it's about the party and the vibe and the memories and friends you will make. Every Noise Complaint should be the best party you've been to since well, the last Noise Complaint. /  / We're more than just a party, we're a movement.  /  / Join us 2nd Fridays at Kremwerk and become part of the family.","('47.6168713', '-122.3311299')"
12,1/10/2020,Noise Complaint fe,. Dillon N,seattle,us,https://www.residentadvisor.net/events/1357599,22:00 - 03:00,"1809 Minor Ave #10, Seattle, Washington 98101",$15.00 ,21+,Noise Complaint,"Dillion Nathaniel, , ROHRY b2b SIX FOUR, , ÅSE, , NIGHT AUDIT","Noise Complaint and the Kremwerk/Timbre Room Complex are proud to present, two rooms of thoughtfully curated music featuring: /  / 😈 DILLON NATHANIEL 😈 / www.dillonnathaniel.com / www.facebook.com/dillonnathanielmusic / www.instagram.com/dillonnathaniel / www.twitter.com/DillonNathaniel / www.soundcloud.com/dillonnathaniel /  / A technical whizz in the studio and a modern house music connoisseur, Dillon Nathaniel has been establishing his talent across the US and beyond. His thick grooves and quirky soundscape has even caught the attention of Solardo, A-Trak, Idris Elba, Chris Lake, Mark Knight and more whilst spilling on to the crossover circuit with impressive support from BBC Radio 1 and Rinse FM. /  / While it may seem like this young house technician has seen a quick rise, his roots run deep. The former audio engineer and gear junkie found his footing in music at an early age as a vocalist and guitar player. His father hoped to impress upon him a strong emphasis in dance music exposing the budding musician to the likes of Carl Cox and Sasha on road trips from the age of 8. He eventually brought Dillon to EDC at the age of 16. It was this that provided the ultimate inspiration to pursue a career in dance music. /  / With an ability to work multiple sub genres flawlessly, Dillon Nathaniel’s versatile productions have landed him releases on a variety of labels including Sola, 7Wallace, Toolroom, Big Beat, This Ain’t Bristol, Box of Cats, Insomniac, and many others. /  / 2019 has shaped up to be Dillon’s best year yet. Starting off with his own headline Australian tour and quickly bringing that momentum to the US with key festival performances at CRSSD in San Diego, AMF’s Friendship Maiden Voyage, Coachella’s Heineken House, and EDC Las Vegas (his self renowned biggest accomplishment to date). Between the extensive festival plays Dillon continues to perform at the most acclaimed dance venues across the US. /  / LOCAL SUPPORT FROM: /  / 👬 ROHRY b2b SIX FOUR 👬 / 🧝🏻‍♀️ ÅSE 🧝🏻‍♀️ / 😎 NIGHT AUDIT 😎 /  / ---------------------------------------------- /  / UPSTAIRS IN THE TIMBRE ROOM /  / 👽 FRIDA'S HOUSE OF FREAKS 👽 /  / ☠️ AuSteele b2b Inaudible ☠️ / 👯‍♀️ Ennelyn b2b Zof 👯‍♀️ / 🌹 Frida K 🌹 / 🌿 Hherb 🌿 /  / --------------------------------------------- /  / 🎟 VERY LIMITED $10 TIER 1 Tickets available NOW 🎟 /  / Ticket Prices: /  / $10 Tier 1 / $15 Online Pre-Sale  / $20 Day of Show @ Door  /  / 21+ /  / -- / 🔇 ABOUT NOISE COMPLAINT 🔇 /  / Gone is the party where the music and the people at the party mattered more than making money. As Electronic Dance Music has exploded in popularity over the last several years, so have crowds and ticket prices along with it. In the beginning, events were held in underground, often intimate venues. It was about the music, and it was about each other.  /  / Noise Complaint is taking it back to its roots, bringing the people quality, dance floor focused house and techno all while pushing that party-don't-stop vibe that everyone loves. We're bringing in huge talent - DJs and producers that are well known and respected but that we also personally vibe with. We're doing this at a small price, and in an intimate space. It's about the music for us, it's about the party and the vibe and the memories and friends you will make. Every Noise Complaint should be the best party you've been to since well, the last Noise Complaint. /  / We're more than just a party, we're a movement.  /  / Join us 2nd Fridays at Kremwerk and become part of the family.","('47.6168713', '-122.3311299')"
13,1/10/2020,Pop Secret: Throttle,Q Nightclub,seattle,us,https://www.residentadvisor.net/events/1350650,22:00 - 02:00,"1426 Broadway, Seattle, WA.",$15 ,21+,unknown,Throttle,"Q Nightclub presents Pop Secret Party featuring /  / Throttle / https://soundcloud.com/throttle / https://www.facebook.com/throttleofficial / https://twitter.com/throttle / https://www.instagram.com/throttle/ /  / Australian producer Throttle has become one of the hottest names in dance music. Collaborating with the likes of Galantis and Oliver Heldens, officially remixing Ed Sheeran and performing at Tomorrowland all before his 21st birthday, it's no wonder Throttle is regularly labeled ‘the next big thing’ in electronic music. Using a unique blend of organic and electronic sounds, he puts his own unique stamp on every production. Throttle isn’t about what’s trending now, but what’s cool indefinitely. /  / ---- /  / Pop Secret focuses on feel-good music regardless of genre, blending pop, hip-hop, house, and future bass into an upbeat mix. Recent headliners include A-Trak, Sango, Vincent, Hucci, The Knocks, Mr. Carmack and Esta.","('47.613746', '-122.3203363')"
14,1/11/2020,Blackout: Dark Energy,Kremwerk,seattle,us,https://www.residentadvisor.net/events/1361286,22:00 - 04:00,"1809 Minor Ave #10, Seattle, Washington 98101",$15.00 ,21+,unknown,"Nick Cressman, , Messly, , Robbie Nielsen",It's our 1 year Anniversary so come party with us. We have 3 local DJS that will take you on a journey. We can't wait. Bring your fans BOYS because it's going to get hawt in here. Give our DJS a listen and follow them on soundCloud.  /  / Early Bird Tickets $13 / General Admission online-$15 / Door- $20  /  / Nick Cressman- It will be debut with Blackout so make sure and show up early and show the newest DJ how we party here in Seattle. 10-11 PM House Music / https://soundcloud.com/nickcressman /  / Messly- This will be Messly 2nd time spinning with Blackout. He had a killer set at Verotica's Halloween party. Let's have a Kiki and show all the local DJS support. 11 PM-1AM Circuit Music / https://soundcloud.com/messly /  / Robbie Nielsen- He will be throwing it down with some dark beats. He always has something special for you all. Let's dance the night away and have a fun safe night. 1 AM-4 AM / Circuit Music / https://soundcloud.com/djrobbienielsen,"('47.6168713', '-122.3311299')"
15,1/11/2020,Wellev,ion: Renewal,seattle,us,https://www.residentadvisor.net/events/1363262,19:00 - 00:00,"76 S Washington St, Seattle, WA 98104","$25(Early Bird), $30 (Reg.)",21+,Wellevation : Zerø-Prøøf Productions,"Olivia Aivilo (Shameless Productions) B2B Alex Flores (DEPTH // p|M), , Citrus Age (Reflect)","Inspired by NYC's ""Sober Curious"" movement, Vika & Krystina create space for a refreshing new scene in Seattle! WELLEVATION : ZERØ-PRØØF PRODUCTIONS cultivate & elevate our community connections through wellness, art, music, Ø-PRØØF exotic libations & culinary delights! /  / We will have a line-up of fantastic DJ/Producers and Live Entertainment for your pleasure. Warming up the night with ambiance and conversation, building a tapestry of sound for your cozy connections while you enjoy tasty bites and sips. As the night progresses, free yourself on the dance floor! A custom curated selection of electronic sounds will fill your soul and keep you Wellevated! All the best mixes, ranging from minimal and tribal techno, synth-wave, EDM, deep house and beyond! We will keep you moving on the dance floor! /  / Tasty & Exotic Craft Elixirs provided by Castleberry's Apothecary & Cheshire Chocolate Co. /  / Catered appetizers and two drink tickets included in ticket price. Very limited tickets available for this intimate party.","('47.600995', '-122.335129')"
16,1/12/2020,Flammable presents Wesley Holmes Birthday Bash,Re-Bar,seattle,us,https://www.residentadvisor.net/events/1364553,22:00 - 02:30,"1114 Howell Street; Seattle, WA 98101; United States",TBD,21+,Blue Spectral Storm,"Wesley Holmes, Mz ArTiz, Ramiro , Griffin Grrrrrrrrrrrrrrrrrrrrrl, Julie Herrera, Kadeejah Streets, Brian Lyons ","The longest running house music weekly is at the Re-bar every Sunday night! Now in its 24th year, expect lush sounds straight from the locals to international headlining DJs/ producers every week. /  / Flammable is proud to present: / Wesley Holmes Birthday Bash with a veritable cavalcade of the Seattle House music scene. /  / Wesley Holmes (Flammable) / https://soundcloud.com/wesley-holmes /  / Mz ArTiz / https://soundcloud.com/dj-artiz /  / Ramiro (Uniting Souls Music) / https://soundcloud.com/ramiroseattle /  / Griffin Grrrrrrrrrrrrrrrrrrrrrl (Uniting Souls // LOST) / https://soundcloud.com/griffingrrl /  / Julie Herrera / https://soundcloud.com/discodancin /  / Kadeejah Streets (Innerflight) / https://soundcloud.com/kadeejah-streets /  / Brian Lyons (Flammable) / https://soundcloud.com/brian-lyons-755172844 /  / Re-bar 1114 Howell St Seattle WA 98101 / www.rebarseattle.com / 21+ w / ID / $TBD / ADA Accessible","('47.6166458', '-122.3310731')"
17,1/14/2020,"DnB Tuesdays with Cyantific, S-Doobie, Meraki, 1khz",Re-Bar,seattle,us,https://www.residentadvisor.net/events/1365600,21:00 - 02:00,"1114 Howell Street; Seattle, WA 98101; United States",$5 ,21+,Blue Spectral Storm,"Cyantific, S-Doobie, Meraki, 1kHz","01.14.2019 /  / ► CYANTIFIC / Hospital // Viper  / www.cyantific.co.uk /  / Cyantific AKA Jon Stanley, has been at the forefront of drum and bass for over a decade. Known for devotion to his decks, pinpoint accuracy in the mix and his ability to construct dance floor anthems has seen Cyantific DJ around the globe. /  / In 2006, Cyantific released his debut album, ‘Ghetto Blaster’ on Hospital Records, and went onto win the BBC 1Xtra Best Newcomer DJ award in 2007. Releases followed on legendary labels like Critical and Ram. /  / In 2010, CYN Music was established where his skills both as a talent selector and solo producer shone through. /  / In December 2014, Cyantific signed exclusively with Viper Recordings, and made his debut with ‘Bring You Love’, followed by his #1 single ‘High Water Mark’, alongside his remix of Brookes Brothers – ‘Anthem’ which was selected on BBC 1Xtra‘s “A” playlist. /  / In addition to that he has done official remixes for two UK Top 10 hits with Mike Mago & Dragonette’s ‘Outlines’ & Dr Kucho! & Gregor Salt‘s ‘Cant Stop Playing’ (Makes Me High). /  / His latest single ‘Colour In Shadows’ feat Benji was premiered on Radio1xtra with Mistajam and is looking set to be a 2015 Summer Anthem with the B side dancefloor roller ‘No More Heroes’ smashing the beatport charts once again. /  / ► S-Doobie (Happy Birthday!) / DnB Tuesdays // MIA // Cybergroove / www.facebook.com/DjSDoobie / www.soundcloud.com/sdoobie /  / ► Meraki - LV / Best Drum&Bass // So Stoked // 303 Family / https://soundcloud.com/merakidj /  / ► 1kHz / DnB Tuesdays / https://www.facebook.com/1khz206/ /  / -- / Cover $5| Drink Specials | 21+ | Every Tuesday / Open Decks 9-10PM - CD or USB only / __________________________________________ / Thank YOU for your support of DNB Tuesdays! / Follow us here: / https://twitter.com/DnBtuesdays / https://www.facebook.com/dnbtuesdays / http://instagram.com/dnbtuesdays_sea/ / https://soundcloud.com/dnbtuesday / https://twitch.tv/dnbtuesdayssea / DNB Tuesdays - Bringing you over 21 dedicated years of Drum and Bass artists, and local talent in Seattle! /  / Re-bar 1114 Howell St Seattle WA 98101 / www.rebarseattle.com / 21+ w/ID / ADA Accessible","('47.6166458', '-122.3310731')"
18,1/16/2020,Field Trip: Weiss,Q Nightclub,seattle,us,https://www.residentadvisor.net/events/1369853,21:00 - 02:00,"1426 Broadway, Seattle, WA.",$10 ,21+,unknown,Weiss,"Q Nightclub presents Field Trip featuring /  / Weiss / https://soundcloud.com/weissuk / https://www.facebook.com/WeissUK / https://twitter.com/Weiss_UK / https://www.instagram.com/weiss_uk/ /  / Weiss is most innovative when he’s untethered from the conventions and trends of Dance Music production. Although he embodies the spirit of classic House Music forms like old school Jackin and '90s era Chicago House, his underlying philosophy is quite simple - construct a beat that taps into the primal and speaks to the universal love of dance shared around the world. Growing up in the UK, Weiss accumulated a diverse range of musical tastes and influences, from Metallica to Motown and Phil Collins to Disco. An apprentice to Massive Attack’s Musical Engineer James Day early in his career, Weiss was able to draw from that deep well of inspiration and expert technical training to produce what would become a trove of instantly recognizable classics and unique, chunky, club rollers. /  / Weiss’ initial success as a producer was immediate and profound. His hit single “My Sister”, released in 2013, hit the top of the Beatport Charts and stayed there for four months. Assisted by a generous amount of support from BBC Radio 1, his sounds caught the attention of industry heavyweights like Annie Mac, Groove Armada, Green Velvet, Loco Dice, and Kenny Dope. After several years of successive hit radio singles like his 2016 “You’re Sunshine”, which premiered on Danny Howard’s BBC Radio 1 show and netted a spot at the top of the Beatport charts, Weiss’ profile continued to expand. It wasn’t long before his musical contributions and electrifying performances began to transform the modern House Music landscape. /  / With support from / JASON WOO / THICCOAS CAGE / ABRAHAM /  / ---- /  / Field Trip is our night for electronic music - mostly house, trance, breaks, and bass house. Recent headliners include Tchami, AC Slater, Pete Tong, Luttrell, and Sander Van Doorn.","('47.613746', '-122.3203363')"
19,1/16/2020,"Haüsed: Mike Devlin, Drake Moon & Dasu",Kremwerk,seattle,us,https://www.residentadvisor.net/events/1374700,22:00 - 02:00,"1809 Minor Ave #10, Seattle, Washington 98101","$5 before 11 PM, $10 after",21+,unknown,"Mike Devlin, , Drake Moon [Spa Day], , dasu","Haüsed, your new weekly destination for house & techno EVERY Thursday at Kremwerk, welcomes you to an evening with... /  / Mike Devlin / https://soundcloud.com/mikedevlin /  / Drake Moon [Spa Day] / https://soundcloud.com/dtmoon /  / dasu / https://soundcloud.com/dasudesu/nicelisteningtime1 /  / Happy Hour Specials until 11 PM... / 🍺$8 Beer-Shot Combo / 🍹Discounted Wells /  / $5 before 11 PM, $10 After /  / Kremwerk / 1809 Minor Ave. / Seattle, WA / kremwerk.com/ / 21+ /  / ……………………………………… /  / Sign up for the Kremwerk + Timbre Room Complex mailing list on our website, to stay in the loop about upcoming events, ticket giveaways and more! / http://www.kremwerk.com/ /  / ……………………………………… /  / Kremwerk strives to be a safe space. The following actions or display of behavior will not be tolerated: bigotry, racism, sexism, transphobia, homophobia, misogyny, ableism, as well as the disrespect of the rules of consent. Our staff is here to support you.  /  / Kremwerk is currently not an ADA accessible space. Club entry is through a flight of 12 metal stairs, with two small steps leading into the main part of the club. We have 2 restrooms with a total of 3 stalls and 1 urinal, all gender neutral. If you would like access to single-stall restrooms, please don't hesitate to ask our door & security to allow entry upstairs into Timbre Room, which has 2 single-stall gender-neutral restrooms.  /  / For any questions about safety & accessibility, please email [email protected]","('47.6168713', '-122.3311299')"
20,1/17/2020,People Music presents // Thriftworks,Kremwerk,seattle,us,https://www.residentadvisor.net/events/1359562,22:00 - 02:30,"1809 Minor Ave #10, Seattle, Washington 98101",$15 - $20,21+,People Music,"Thriftworks, , Adiidas, , Åse, , Lotus Drops, , Pressha, , Subduktion","People Music Presents / Thriftworks / w Adiidas / People Music Residents: Åse, Lotus Drops, Pressha, Subduktion /  / Thriftworks / thriftworksmusic.com / soundcloud.com/thriftworks / Thriftworks offers his own uniquely original take on forward thinking electronic music, weaving eclectic samples and explosive modern bass that continually pushes the envelope while taking the art of beat-crafting to new heights. Garnering much praise from fans and critics alike with his steady stream of new material, Thriftworks is quickly becoming known as one of the finest up and coming experimental producers with his outside the box sound and unclassifiable style. Thriftworks’ use of deep low-end and wall to wall synths seem to channel something ancient and mysterious, offering up an intoxicating musical high with an invigorating breath of fresh air. These sounds activate the senses, enrapture the mind, move the body and leave audiences begging for more. /  / Adiidas / Lake Tahoe, CA / soundcloud.com/adiidas / South Lake Tahoe-based producer, Adiidas, is a permanent fixture atop the cresting wave that is forward-thinking bass music. Over the years, his inventive and ever-evolving style has landed his records on many of bass music's leading imprints including Phuture Collective, Official Trap Party, Euphoric, and of course our very own Below the Surface. Adiidas has also earned features with Fuxwithit and Youredm. Adiidas sub-heavy output has continually pushed boundaries in bass music with voracious creativity. /  / People Music Residents:  / Åse - soundcloud.com/alyssamariehovde / Lotus Drops - soundcloud.com/alyssamariehovde / Pressha - soundcloud.com/pressha / Subduktion - soundcloud.com/sub_duktion /  / People Music / People Music is a Seattle concert production company working hard to bring good music to good people... We do bass music shows since 2009. For more info on upcoming People Music events follow us on Facebook, Instagram or Twitter: / facebook.com/PeopleMusicProductions / instagram.com/people_music / twitter.com/people_music /  / People Music contact info: / [email protected] /  / …………………………………… /  / Kremwerk strives to be a safe space. The following actions or display of behavior will not be tolerated: bigotry, racism, sexism, transphobia, homophobia, misogyny, ableism, as well as the disrespect of the rules of consent. Our staff is here to support you.  /  / Kremwerk is currently not an ADA accessible space. Club entry is through a flight of 12 metal stairs, with two small steps leading into the main part of the club. We have 2 restrooms with a total of 3 stalls and 1 urinal, all gender neutral. If you would like access to single-stall restrooms, please don't hesitate to ask our door & security to allow entry upstairs into Timbre Room, which has 2 single-stall gender-neutral restrooms.  /  / For any questions about safety & accessibility, please email [email protected]","('47.6168713', '-122.3311299')"
21,1/17/2020,Pop Secret: Inzo,Q Nightclub,seattle,us,https://www.residentadvisor.net/events/1369854,21:00 - 02:00,"1426 Broadway, Seattle, WA.",$10 ,21+,unknown,INZO,"Q Nightclub presents Pop Secret Party featuring /  / INZO / https://soundcloud.com/inzo_music / https://www.facebook.com/inzo.music.official/ / https://twitter.com/Inzo_music / https://www.instagram.com/inzomusic/ /  / Mike Inzano first picked up instruments at the age of 4. Now with over 100,000 monthly Spotify listeners and in his mid 20s, he’s opening for acts such as Illineum, Porter Robinson, and many more. With INZO tasteful music creations its obvious that he is only getting warmed up in the music festival scene. /  / ---- /  / Pop Secret focuses on feel-good music regardless of genre, blending pop, hip-hop, house, and future bass into an upbeat mix. Recent headliners include A-Trak, Sango, Vincent, Hucci, The Knocks, Mr. Carmack and Esta.","('47.613746', '-122.3203363')"
22,1/17/2020,Jacob Henry,Club Contour,seattle,us,https://www.residentadvisor.net/events/1374639,22:00 - 02:00,"807 1st Avenue; Seattle, WA 98104; United States",10$,21+,EmeraldCityEDM,Jacob Henry,"Silk Music‘s Label Director Jacob Henry is coming to Contour Seattle for a special In Motion Productions “Progress” Night! Jacob Henry, owner & label director of Silk Music, has been DJ’ing throughout the United States and beyond since 2000 and composing original electronic music since 2009. Highlights of Jacob’s discography include the progressive-tinged “Hopeful Romantic” and “Serengeti.” His personal favorite, “Words Unspoken,” is a collaboration with Shingo Nakamura. The track was featured on Above & Beyond’s former radio show, “Trance Around The World.” Jacob Henry also contributed a guest mix to Above & Beyond’s Group Therapy #124 Podcast, showcasing unreleased tracks from Silk Music. /  / With: / WEB / Aaron Grossbard","('47.6034741', '-122.3353812')"
23,1/18/2020,THIS! with Louie Vega (NY),The Monkey Loft,seattle,us,https://www.residentadvisor.net/events/1359577,22:00 - 03:00,2917 1st Ave So. Seattle WA 98134,unknown,21+,Viva Recordings,"Louie Vega, Chad Neiro, Jon Lemmon, Peter Evans",This booking is the culmination of many years efforts trying to get Louie back to the northwest. He is a true pioneer of house music and we couldn't be happier to have him join us for a intimate gathering of THIS at Monkey Loft.,"('47.577129', '-122.334469')"
24,1/18/2020,"Research: Dbridge, 214 & livwutang",Kremwerk,seattle,us,https://www.residentadvisor.net/events/1352635,22:00 - 04:00,"1809 Minor Ave #10, Seattle, Washington 98101",$12.00 ,21+,unknown,"dBridge, , 214, , livwutang","Join us for an evening of Research with... /  / dBridge / [Exit Records / Heart Drive | UK] / https://soundcloud.com/dbridge_exitrecords /  / 214 / [Klakson, Frustrated Funk] / https://soundcloud.com/214_electro /  / livwutang / [Tech Startup, TUF] / https://soundcloud.com/livwutang /  / ……………………………………… /  / Research seeks to provide a safer space for attendees to thrive on the dancefloor. Those who exhibit racist, sexist, homophobic, transphobic, ableist, ageist, and/or physically/sexually/verbally aggressive behavior will be bounced for the night and potentially barred from future events. If you experience any of the above please contact a member of Kremwerk staff. /  / Thank you for supporting underground dance music in Seattle. If you’re down with the cause, please invite your friends to this event / spread the word. See you on the dancefloor! 👠 /  / ……………………………………… /  / About... / dBridge / dBridge, aka Darren White, has been traversing the drum and bass scene since the early ’90s, perhaps most memorably spearheading the group Bad Company alongside Dj Maldini, Fresh and Vegas. But Darren’s musical interest is far more unconventional and far-reaching than we might expect. Since founding Exit Records in 2003, Darren has demonstrated a clear desire to move away from typical club style drum and bass sounds to more ambient and experimental soundscapes, turning away from the contemporary technology that dominates production today and returning to old school techniques, equipment and production styles. /  / ……………………………………… /  / Kremwerk strives to be a safe space. The following actions or display of behavior will not be tolerated: bigotry, racism, sexism, transphobia, homophobia, misogyny, ableism, as well as the disrespect of the rules of consent. Our staff is here to support you. /  / Kremwerk is currently not an ADA accessible space. Club entry is through a flight of 12 metal stairs, with two small steps leading into the main part of the club. We have 2 restrooms with a total of 3 stalls and 1 urinal, all gender neutral. If you would like access to single-stall restrooms, please don't hesitate to ask our door & security to allow entry upstairs into Timbre Room, which has 2 single-stall gender-neutral restrooms. /  / For any questions about safety & accessibility, please email [email protected]","('47.6168713', '-122.3311299')"
25,1/18/2020,Tremulant: Philip Chedid,Timbre Room,seattle,us,https://www.residentadvisor.net/events/1368184,22:00 - 02:00,"1809 Minor Ave, Seattle, WA 98101, USA",$10(Online) $15 (Door),21+,Tremulant,"Philip Chedid, Tek Jones","Tremulant Presents /  / Philip Chedid (LA) / Akumandra, Pipe & Pochet / https://soundcloud.com/philipchedid /  / Tek Jones / Shameless, Tremulant, Family Night / https://soundcloud.com/ghostboyjones /  / Timbre Room / 1809 Minor Ave. / Seattle, WA / http://kremwerk.com/ / 21+ /  / - - - - - - - - - - - - - - - - - - - - / An electronic music DJ, remixer, composer and producer. / Noted for his versatility and musical range, Philip attributes much of his influences to his Middle Eastern heritage and western upbringing. Known for his unmistakable sound, Philip's DJ sets and productions are rich with groovy hypnotic melodies and driving basslines. In his young years, Philip played in a few bands with his brother Julien and some high school mates, performing as musical act Elemental. Much of Philip's early nightlife experience began in the late 90s in Montreal at various events, many hosted by 514 Productions, Sona and Redlite. Over the years, he began working more frequently in the studio on original productions and remixes, and further developed his audio engineering skills. A few of Philip's early studio mentors are Nick Warren, Habersham, Max Graham, Darin Epsilon to name a few. / After finishing his university, Philip moved to Miami in 2005 and after to relocated to Belgium and Holland. While staying in Europe, Philip promoted his sound at festivals like the Amsterdam Dance Event and Tomorrowland. / In 2012, Philip returned to Miami. While in Miami Philip had the opportunity to play in distinguished clubs like Vagabond and Nikki and enjoyed residencies at TSL Lounge, Treehouse, Do Not Sit on the Furniture, among others. Chedid performed with some of the world's most celebrated artists from all dance music genres, such as Nick Warren, Jody Wisternoff, Dave Seaman, Eelke Kleijn, Marc Marzenit, Guy Mantzur, Sahar Z, Darin Epsilon, Clarian, Einmusik, Omid 16B, SIS, Thomas Schumacher, Birds of Mind, Armen Miran, Bedouin, Vanilla Ace, H-Foundation, Jody Wisternoff, Danny Howells, Miyagi, Jozif, Of Norway, Mikey Lion, Tara Brooks, Flavio Navarro, Zach Walker, Jonathan Will, Derek Hena, Aninha, among others. / In the Spring of 2014, Philip released ""Remaindermen"" on Sound Avenue's ""We are the Future"" spring compilation. His Spring 2016 Bayti EP on Crossfade sounds received solid support and recommendations from Hernan Cattaneo and Nick Warren, among others. His 2016 collab with Darin Epsilon 'Endless Sands of Time' [Parquet] received stellar reviews by Deep House Amsterdam, among other noted publishers. Over the next couple years, the releases have been flowing, and in 2017 Philip formed the imprint Endless Sands of Time. The debut ‘Seraphim’ EP has received incredible support by DJs worldwide, with many more tracks to come on ESOT in the near future. / Look out for future releases by Philip Chedid on Beatport, Trackitdown, Itunes, and other digital stores. / - - - - - - - - - - - - - - - - - - - - / Every Month... / Step aboard our vessel and prepare to launch… but don't worry, each trip features new mix of audio and visual captains to lead the way. Passengers must come prepared for the inter-dimensional horizons of deep house and beyond... Leave your earthling troubles behind, and let us transcend to a better place in space, because... Tremulant Can Help. /  / Monthly podcast transmitting from... / https://soundcloud.com/tremulantcanhelp / - - - - - - - - - - - - - - - - - - - - / Sign up for the Kremwerk + Timbre Room Complex mailing list on our website, to stay in the loop about upcoming events, ticket giveaways and more! / http://www.kremwerk.com/ / Timbre Room does not tolerate bigotry, sexism, homophobia, transphobia, racism, misogyny, ableism, or any discriminatory actions. Security is strictly enforcing these rules, and those who do not abide by these rules will be told to leave. / Timbre Room is ADA accessible with a ramp to the front door/bar area, and access to the back door/dance area through the patio area, and 2 accessible gender-neutral restrooms available. If you have any questions about the safety or accessibility of this venue, please email [email protected]","('47.6169213', '-122.3310799')"
